method,ate,ate_pct,ci_low,ci_high,se,p_value,cohort,outcome,n,n_treated,n_control,outcome_rate,diag_ps_overlap_frac,diag_ps_min,diag_ps_max,diag_frac_clipped,diag_max_smd_raw,diag_mean_smd_raw,diag_max_smd_weighted,diag_mean_smd_weighted,diag_ess,diag_ess_frac,intervention,equipoise_def,counterfactual_risk_treated,counterfactual_risk_control,risk_ratio,e_value,e_value_ci
ato,0.12858048739696126,12.858048739696127,0.09773707621874303,0.1594238985751795,0.015736723440587234,3.0653395210186644e-16,equipoise,mortality_90d,13039,1106,11933,0.21949536007362527,0.23606104762635172,0.0059228158687182,0.9341920097822463,0.03466523506403865,0.45656704974603407,0.17968738160343928,0.15720963636317412,0.053371791734299234,2831.3107013070135,0.21714170575251274,intv_mechanical_ventilation,resp_failure,,,,,
unadjusted,0.45954851567876526,45.954851567876524,0.4297913616223392,0.4893056697351913,0.015182500439368609,2.996830692004825e-201,full,mortality_in_hospital,76313,1081,75232,0.09090194331241074,0.02826517107177021,0.00031056793567714013,0.8719299980710237,0.9093732391597762,1.1509342610930822,0.5098041446239606,0.666595566642954,0.2971311031847397,10678.577695285912,0.13993130522042002,intv_rrt,aki_23,,,,,
iptw,0.4513039545513635,45.13039545513635,0.4208785925940465,0.48172931650868056,0.015523429102426597,8.01002815898762e-186,full,mortality_in_hospital,76313,1081,75232,0.09090194331241074,0.02826517107177021,0.00031056793567714013,0.8719299980710237,0.9093732391597762,1.1509342610930822,0.5098041446239606,0.666595566642954,0.2971311031847397,10678.577695285912,0.13993130522042002,intv_rrt,aki_23,,,,,
aipw,0.21163006584132965,21.163006584132965,0.19965657563175954,0.22360355605089977,0.006109035831278275,5.8667635532218865e-263,full,mortality_in_hospital,76313,1081,75232,0.09090194331241074,0.02826517107177021,0.00031056793567714013,0.8719299980710237,0.9093732391597762,1.1509342610930822,0.5098041446239606,0.666595566642954,0.2971311031847397,10678.577695285912,0.13993130522042002,intv_rrt,aki_23,0.29928954200673025,0.08765947616540062,3.414229186608584,6.285244991525256,6.009903649899833
att,0.22890138333929935,22.890138333929936,0.1925092312047028,0.2652935354738959,0.018567765745520434,6.410294819684266e-35,full,mortality_in_hospital,76313,1081,75232,0.09090194331241074,0.02826517107177021,0.00031056793567714013,0.8719299980710237,0.9093732391597762,1.1509342610930822,0.5098041446239606,0.666595566642954,0.2971311031847397,10678.577695285912,0.13993130522042002,intv_rrt,aki_23,,0.31503941222036774,,,
ato,0.378844789839197,37.8844789839197,0.3472933604602635,0.4103962192181305,0.016097963854339745,1.843450832201251e-122,full,mortality_in_hospital,76313,1081,75232,0.09090194331241074,0.02826517107177021,0.00031056793567714013,0.8719299980710237,0.9093732391597762,1.1509342610930822,0.5098041446239606,0.666595566642954,0.2971311031847397,10678.577695285912,0.13993130522042002,intv_rrt,aki_23,,,,,
unadjusted,0.42071977608284467,42.07197760828446,0.3909090194674578,0.4505305326982315,0.015209849186276022,2.0574487462145368e-168,full,mortality_28d,76313,1081,75232,0.12270517474086984,0.02826517107177021,0.00031056793567714013,0.8719299980710237,0.9093732391597762,1.1509342610930822,0.5098041446239606,0.666595566642954,0.2971311031847397,10678.577695285912,0.13993130522042002,intv_rrt,aki_23,,,,,
iptw,0.41127530844990146,41.12753084499015,0.3807999280411775,0.4417506888586254,0.015548949189428925,3.6140851045611735e-154,full,mortality_28d,76313,1081,75232,0.12270517474086984,0.02826517107177021,0.00031056793567714013,0.8719299980710237,0.9093732391597762,1.1509342610930822,0.5098041446239606,0.666595566642954,0.2971311031847397,10678.577695285912,0.13993130522042002,intv_rrt,aki_23,,,,,
aipw,0.160534412957158,16.0534412957158,0.148758353124428,0.172310472789888,0.00600830419620874,2.8500860348156962e-157,full,mortality_28d,76313,1081,75232,0.12270517474086984,0.02826517107177021,0.00031056793567714013,0.8719299980710237,0.9093732391597762,1.1509342610930822,0.5098041446239606,0.666595566642954,0.2971311031847397,10678.577695285912,0.13993130522042002,intv_rrt,aki_23,0.2806704497692554,0.12013603681209749,2.3362719232052482,4.103160311290897,3.9030345840109595
att,0.1813678286386725,18.13678286386725,0.1463923080646143,0.2163433492127307,0.017844981259829588,2.8846885751324735e-24,full,mortality_28d,76313,1081,75232,0.12270517474086984,0.02826517107177021,0.00031056793567714013,0.8719299980710237,0.9093732391597762,1.1509342610930822,0.5098041446239606,0.666595566642954,0.2971311031847397,10678.577695285912,0.13993130522042002,intv_rrt,aki_23,,0.35609748125956986,,,
ato,0.3382895224469221,33.82895224469221,0.30669895643332884,0.3698800884605154,0.0161179318920019,8.372534953543171e-98,full,mortality_28d,76313,1081,75232,0.12270517474086984,0.02826517107177021,0.00031056793567714013,0.8719299980710237,0.9093732391597762,1.1509342610930822,0.5098041446239606,0.666595566642954,0.2971311031847397,10678.577695285912,0.13993130522042002,intv_rrt,aki_23,,,,,
unadjusted,0.44013958081096827,44.013958081096824,0.41094718568494426,0.4693319759369923,0.014894352833159118,6.419363330671101e-192,full,mortality_90d,76313,1081,75232,0.17664093928950506,0.02826517107177021,0.00031056793567714013,0.8719299980710237,0.9093732391597762,1.1509342610930822,0.5098041446239606,0.666595566642954,0.2971311031847397,10678.577695285912,0.13993130522042002,intv_rrt,aki_23,,,,,
iptw,0.4339622899368142,43.39622899368142,0.4040506890227841,0.46387389085084424,0.015261301304497914,7.37046486237664e-178,full,mortality_90d,76313,1081,75232,0.17664093928950506,0.02826517107177021,0.00031056793567714013,0.8719299980710237,0.9093732391597762,1.1509342610930822,0.5098041446239606,0.666595566642954,0.2971311031847397,10678.577695285912,0.13993130522042002,intv_rrt,aki_23,,,,,
aipw,0.18919176896192874,18.919176896192873,0.17761355715460786,0.20076998076924962,0.005907359471219039,4.671508377774385e-225,full,mortality_90d,76313,1081,75232,0.17664093928950506,0.02826517107177021,0.00031056793567714013,0.8719299980710237,0.9093732391597762,1.1509342610930822,0.5098041446239606,0.666595566642954,0.2971311031847397,10678.577695285912,0.13993130522042002,intv_rrt,aki_23,0.363114388612628,0.17392261965069933,2.0877927744067764,3.5948050153850533,3.4579247282510135
att,0.19189928454781133,19.189928454781132,0.1574713783933527,0.22632719070226995,0.017565581013743906,8.77981266213866e-28,full,mortality_90d,76313,1081,75232,0.17664093928950506,0.02826517107177021,0.00031056793567714013,0.8719299980710237,0.9093732391597762,1.1509342610930822,0.5098041446239606,0.666595566642954,0.2971311031847397,10678.577695285912,0.13993130522042002,intv_rrt,aki_23,,0.4186465063865088,,,
ato,0.3560050558996774,35.60050558996774,0.3248523370948335,0.3871577747045213,0.01589453635402107,4.120947444707817e-111,full,mortality_90d,76313,1081,75232,0.17664093928950506,0.02826517107177021,0.00031056793567714013,0.8719299980710237,0.9093732391597762,1.1509342610930822,0.5098041446239606,0.666595566642954,0.2971311031847397,10678.577695285912,0.13993130522042002,intv_rrt,aki_23,,,,,
unadjusted,0.41427338479693976,41.42733847969397,0.38371370737877314,0.4448330622151064,0.01559195865802507,1.5215238618778692e-155,equipoise,mortality_in_hospital,28188,1035,27153,0.1555271746842628,0.08056619838229033,0.0007197373445908297,0.8845706666177147,0.7447140627217256,1.1120996773693397,0.4543922853368739,0.44503925994839516,0.21630030144471174,3422.70783946637,0.12142428833072123,intv_rrt,aki_23,,,,,
iptw,0.3799331247447295,37.99331247447295,0.33308364169159516,0.42678260779786387,0.023903236703672667,6.903386216572488e-57,equipoise,mortality_in_hospital,28188,1035,27153,0.1555271746842628,0.08056619838229033,0.0007197373445908297,0.8845706666177147,0.7447140627217256,1.1120996773693397,0.4543922853368739,0.44503925994839516,0.21630030144471174,3422.70783946637,0.12142428833072123,intv_rrt,aki_23,,,,,
aipw,0.23588220605394347,23.588220605394348,0.2096609433289347,0.26210346877895224,0.013378441099856295,1.4113014641669537e-69,equipoise,mortality_in_hospital,28188,1035,27153,0.1555271746842628,0.08056619838229033,0.0007197373445908297,0.8845706666177147,0.7447140627217256,1.1120996773693397,0.4543922853368739,0.44503925994839516,0.21630030144471174,3422.70783946637,0.12142428833072123,intv_rrt,aki_23,0.38423969541617686,0.14835748936223342,2.5899581953561337,4.619225368090238,4.259938389436121
att,0.19526482111822727,19.526482111822727,0.1557907141818669,0.23473892805458763,0.020140220559013884,3.1580974746608894e-22,equipoise,mortality_in_hospital,28188,1035,27153,0.1555271746842628,0.08056619838229033,0.0007197373445908297,0.8845706666177147,0.7447140627217256,1.1120996773693397,0.4543922853368739,0.44503925994839516,0.21630030144471174,3422.70783946637,0.12142428833072123,intv_rrt,aki_23,,0.359324550862449,,,
ato,0.29422983302111483,29.422983302111483,0.2600591134965387,0.32840055254569095,0.01743436093423676,6.70767045712153e-64,equipoise,mortality_in_hospital,28188,1035,27153,0.1555271746842628,0.08056619838229033,0.0007197373445908297,0.8845706666177147,0.7447140627217256,1.1120996773693397,0.4543922853368739,0.44503925994839516,0.21630030144471174,3422.70783946637,0.12142428833072123,intv_rrt,aki_23,,,,,
unadjusted,0.3675599941715144,36.75599941715144,0.3368998316595118,0.398220156683517,0.01564322750512053,4.4363668909632566e-122,equipoise,mortality_28d,28188,1035,27153,0.19472825315737194,0.08056619838229033,0.0007197373445908297,0.8845706666177147,0.7447140627217256,1.1120996773693397,0.4543922853368739,0.44503925994839516,0.21630030144471174,3422.70783946637,0.12142428833072123,intv_rrt,aki_23,,,,,
iptw,0.33456174605853595,33.4561746058536,0.2876614865059974,0.3814620056110745,0.023929143556964225,2.026062015312607e-44,equipoise,mortality_28d,28188,1035,27153,0.19472825315737194,0.08056619838229033,0.0007197373445908297,0.8845706666177147,0.7447140627217256,1.1120996773693397,0.4543922853368739,0.44503925994839516,0.21630030144471174,3422.70783946637,0.12142428833072123,intv_rrt,aki_23,,,,,
aipw,0.19367990470441107,19.367990470441107,0.16843542881000456,0.21892438059881758,0.012880071314336244,4.19046117435473e-51,equipoise,mortality_28d,28188,1035,27153,0.19472825315737194,0.08056619838229033,0.0007197373445908297,0.8845706666177147,0.7447140627217256,1.1120996773693397,0.4543922853368739,0.44503925994839516,0.21630030144471174,3422.70783946637,0.12142428833072123,intv_rrt,aki_23,0.3829222402817877,0.1892423355773766,2.02344913527671,3.462510380594419,3.1870647192675703
att,0.14940777270039496,14.940777270039495,0.11096944054558522,0.1878461048552047,0.019611754327123563,2.5708457996416023e-14,equipoise,mortality_28d,28188,1035,27153,0.19472825315737194,0.08056619838229033,0.0007197373445908297,0.8845706666177147,0.7447140627217256,1.1120996773693397,0.4543922853368739,0.44503925994839516,0.21630030144471174,3422.70783946637,0.12142428833072123,intv_rrt,aki_23,,0.399384497831006,,,
ato,0.2482013102586303,24.82013102586303,0.21398331483661126,0.2824193056806493,0.01745848173330031,7.221772279949183e-46,equipoise,mortality_28d,28188,1035,27153,0.19472825315737194,0.08056619838229033,0.0007197373445908297,0.8845706666177147,0.7447140627217256,1.1120996773693397,0.4543922853368739,0.44503925994839516,0.21630030144471174,3422.70783946637,0.12142428833072123,intv_rrt,aki_23,,,,,
unadjusted,0.37908150112326444,37.908150112326446,0.3491068616150184,0.40905614063151047,0.015293464443572524,1.2332814996744653e-135,equipoise,mortality_90d,28188,1035,27153,0.25705974173407126,0.08056619838229033,0.0007197373445908297,0.8845706666177147,0.7447140627217256,1.1120996773693397,0.4543922853368739,0.44503925994839516,0.21630030144471174,3422.70783946637,0.12142428833072123,intv_rrt,aki_23,,,,,
iptw,0.3649265516511603,36.49265516511603,0.3193009211529926,0.410552182149328,0.023278810660837063,2.1954543874459974e-55,equipoise,mortality_90d,28188,1035,27153,0.25705974173407126,0.08056619838229033,0.0007197373445908297,0.8845706666177147,0.7447140627217256,1.1120996773693397,0.4543922853368739,0.44503925994839516,0.21630030144471174,3422.70783946637,0.12142428833072123,intv_rrt,aki_23,,,,,
aipw,0.20992124232851359,20.99212423285136,0.1853101452150959,0.23453233944193128,0.012556912936945218,9.759687090475278e-63,equipoise,mortality_90d,28188,1035,27153,0.25705974173407126,0.08056619838229033,0.0007197373445908297,0.8845706666177147,0.7447140627217256,1.1120996773693397,0.4543922853368739,0.44503925994839516,0.21630030144471174,3422.70783946637,0.12142428833072123,intv_rrt,aki_23,0.46085887941057374,0.25093763708206007,1.8365474576452891,3.076046996385859,2.8715243928625425
att,0.16673418930520809,16.673418930520807,0.12895813050192378,0.2045102481084924,0.019273853551012694,5.114112236539669e-18,equipoise,mortality_90d,28188,1035,27153,0.25705974173407126,0.08056619838229033,0.0007197373445908297,0.8845706666177147,0.7447140627217256,1.1120996773693397,0.4543922853368739,0.44503925994839516,0.21630030144471174,3422.70783946637,0.12142428833072123,intv_rrt,aki_23,,0.4554880329170142,,,
ato,0.2608482769792355,26.08482769792355,0.22732432619289458,0.2943722277655765,0.017104370820470984,1.6365985584303234e-52,equipoise,mortality_90d,28188,1035,27153,0.25705974173407126,0.08056619838229033,0.0007197373445908297,0.8845706666177147,0.7447140627217256,1.1120996773693397,0.4543922853368739,0.44503925994839516,0.21630030144471174,3422.70783946637,0.12142428833072123,intv_rrt,aki_23,,,,,
unadjusted,0.09012836094732148,9.012836094732148,0.0807484054087678,0.09950831648587515,0.00478577954112502,4.087186654768597e-79,full,mortality_in_hospital,74180,6535,67645,0.08980857373955244,0.28471286060932866,0.0034660515422201307,0.9244920941685085,0.08047991372337557,0.3747320093744149,0.13371967459643422,0.07983551109193186,0.03536922340613533,17767.50575183304,0.23951881574323322,intv_corticosteroids,septic_shock,,,,,
iptw,0.05604366440044274,5.6043664400442745,0.04691529642267169,0.0651720323782138,0.004657416182018881,2.3773604885574685e-33,full,mortality_in_hospital,74180,6535,67645,0.08980857373955244,0.28471286060932866,0.0034660515422201307,0.9244920941685085,0.08047991372337557,0.3747320093744149,0.13371967459643422,0.07983551109193186,0.03536922340613533,17767.50575183304,0.23951881574323322,intv_corticosteroids,septic_shock,,,,,
aipw,0.0371429791583632,3.71429791583632,0.02913152732881387,0.045154430987912525,0.004087550532939705,1.0194517439126388e-19,full,mortality_in_hospital,74180,6535,67645,0.08980857373955244,0.28471286060932866,0.0034660515422201307,0.9244920941685085,0.08047991372337557,0.3747320093744149,0.13371967459643422,0.07983551109193186,0.03536922340613533,17767.50575183304,0.23951881574323322,intv_corticosteroids,septic_shock,0.12362505145146815,0.08648207229310495,1.42948761718473,2.213035465436352,2.007908389347805
att,0.03775973638828992,3.7759736388289924,0.028472579851733296,0.04704689292484655,0.004738432241516953,1.6019036007317975e-15,full,mortality_in_hospital,74180,6535,67645,0.08980857373955244,0.28471286060932866,0.0034660515422201307,0.9244920941685085,0.08047991372337557,0.3747320093744149,0.13371967459643422,0.07983551109193186,0.03536922340613533,17767.50575183304,0.23951881574323322,intv_corticosteroids,septic_shock,,0.1342372031679457,,,
ato,0.045570917809516776,4.557091780951677,0.03587841310555266,0.05526342251348089,0.004945246331268002,3.110009889462124e-20,full,mortality_in_hospital,74180,6535,67645,0.08980857373955244,0.28471286060932866,0.0034660515422201307,0.9244920941685085,0.08047991372337557,0.3747320093744149,0.13371967459643422,0.07983551109193186,0.03536922340613533,17767.50575183304,0.23951881574323322,intv_corticosteroids,septic_shock,,,,,
unadjusted,0.09128811282041248,9.128811282041248,0.08122309131416695,0.101353134326658,0.00513530941672252,1.0737768837027672e-70,full,mortality_28d,74180,6535,67645,0.12119169587489889,0.28471286060932866,0.0034660515422201307,0.9244920941685085,0.08047991372337557,0.3747320093744149,0.13371967459643422,0.07983551109193186,0.03536922340613533,17767.50575183304,0.23951881574323322,intv_corticosteroids,septic_shock,,,,,
iptw,0.05903629464545462,5.903629464545462,0.04888427255908093,0.06918831673182832,0.0051796982834641635,4.29646989263462e-30,full,mortality_28d,74180,6535,67645,0.12119169587489889,0.28471286060932866,0.0034660515422201307,0.9244920941685085,0.08047991372337557,0.3747320093744149,0.13371967459643422,0.07983551109193186,0.03536922340613533,17767.50575183304,0.23951881574323322,intv_corticosteroids,septic_shock,,,,,
aipw,0.0360265103919654,3.60265103919654,0.027470014062825183,0.04458300672110562,0.004365639571253743,1.5539177965509546e-16,full,mortality_28d,74180,6535,67645,0.12119169587489889,0.28471286060932866,0.0034660515422201307,0.9244920941685085,0.08047991372337557,0.3747320093744149,0.13371967459643422,0.07983551109193186,0.03536922340613533,17767.50575183304,0.23951881574323322,intv_corticosteroids,septic_shock,0.1541417153821671,0.11811520499020171,1.305011623143303,1.9359186792108474,1.7679744864326095
att,0.03492182001940914,3.492182001940914,0.02525121659309479,0.04459242344572349,0.004934072004687248,1.4657974111230347e-12,full,mortality_28d,74180,6535,67645,0.12119169587489889,0.28471286060932866,0.0034660515422201307,0.9244920941685085,0.08047991372337557,0.3747320093744149,0.13371967459643422,0.07983551109193186,0.03536922340613533,17767.50575183304,0.23951881574323322,intv_corticosteroids,septic_shock,,0.16951582343889232,,,
ato,0.04423419345164073,4.423419345164073,0.03378085965384949,0.05468752724943197,0.005333431573358389,1.0972511075828304e-16,full,mortality_28d,74180,6535,67645,0.12119169587489889,0.28471286060932866,0.0034660515422201307,0.9244920941685085,0.08047991372337557,0.3747320093744149,0.13371967459643422,0.07983551109193186,0.03536922340613533,17767.50575183304,0.23951881574323322,intv_corticosteroids,septic_shock,,,,,
unadjusted,0.10599018696723517,10.599018696723517,0.09484610192224303,0.1171342720122273,0.005685862155067773,1.494062721696536e-77,full,mortality_90d,74180,6535,67645,0.1751145861418172,0.28471286060932866,0.0034660515422201307,0.9244920941685085,0.08047991372337557,0.3747320093744149,0.13371967459643422,0.07983551109193186,0.03536922340613533,17767.50575183304,0.23951881574323322,intv_corticosteroids,septic_shock,,,,,
iptw,0.0710180330344106,7.101803303441059,0.05944814349579647,0.08258792257302472,0.005903113337732703,2.4535207839201136e-33,full,mortality_90d,74180,6535,67645,0.1751145861418172,0.28471286060932866,0.0034660515422201307,0.9244920941685085,0.08047991372337557,0.3747320093744149,0.13371967459643422,0.07983551109193186,0.03536922340613533,17767.50575183304,0.23951881574323322,intv_corticosteroids,septic_shock,,,,,
aipw,0.03977881025630664,3.977881025630664,0.03007803240989282,0.04947958810272046,0.0049494673998768945,9.207365864346012e-16,full,mortality_90d,74180,6535,67645,0.1751145861418172,0.28471286060932866,0.0034660515422201307,0.9244920941685085,0.08047991372337557,0.3747320093744149,0.13371967459643422,0.07983551109193186,0.03536922340613533,17767.50575183304,0.23951881574323322,intv_corticosteroids,septic_shock,0.21157775679552362,0.17179894653921698,1.231542806621496,1.7655417559834357,1.6286503694776775
att,0.03763644157932431,3.763644157932431,0.027126072349282784,0.048146810809365836,0.005362531818414002,2.2440883565619093e-12,full,mortality_90d,74180,6535,67645,0.1751145861418172,0.28471286060932866,0.0034660515422201307,0.9244920941685085,0.08047991372337557,0.3747320093744149,0.13371967459643422,0.07983551109193186,0.03536922340613533,17767.50575183304,0.23951881574323322,intv_corticosteroids,septic_shock,,0.2341309646945854,,,
ato,0.05018083135293569,5.018083135293569,0.03860723524045387,0.06175442746541751,0.005905004481599085,1.9285606153502917e-17,full,mortality_90d,74180,6535,67645,0.1751145861418172,0.28471286060932866,0.0034660515422201307,0.9244920941685085,0.08047991372337557,0.3747320093744149,0.13371967459643422,0.07983551109193186,0.03536922340613533,17767.50575183304,0.23951881574323322,intv_corticosteroids,septic_shock,,,,,
unadjusted,0.1477561960982268,14.77561960982268,0.12837149209153367,0.16714090010491992,0.009890336842716091,1.8247413694635453e-50,equipoise,mortality_in_hospital,20660,2291,18369,0.16456921587608905,0.4487899322362052,0.0025806556638460613,0.8824562618817049,0.10067763794772508,0.4103870247618904,0.16597081068459188,0.1051181223471951,0.049417040697038915,5256.40413493367,0.2544242078864313,intv_corticosteroids,septic_shock,,,,,
iptw,0.10941240873271227,10.941240873271227,0.08885594670421706,0.12996887076120747,0.010488183553698925,1.771775953806255e-25,equipoise,mortality_in_hospital,20660,2291,18369,0.16456921587608905,0.4487899322362052,0.0025806556638460613,0.8824562618817049,0.10067763794772508,0.4103870247618904,0.16597081068459188,0.1051181223471951,0.049417040697038915,5256.40413493367,0.2544242078864313,intv_corticosteroids,septic_shock,,,,,
aipw,0.07133114193654623,7.133114193654623,0.05229194854208072,0.09037033533101174,0.009714052678847285,2.087214695715837e-13,equipoise,mortality_in_hospital,20660,2291,18369,0.16456921587608905,0.4487899322362052,0.0025806556638460613,0.8824562618817049,0.10067763794772508,0.4103870247618904,0.16597081068459188,0.1051181223471951,0.049417040697038915,5256.40413493367,0.2544242078864313,intv_corticosteroids,septic_shock,0.22871620396100428,0.15738506202445804,1.4532268883654358,2.2647941996236276,1.9975728974551843
att,0.06478595310986322,6.478595310986322,0.04542351165425025,0.0841483945654762,0.009878978189569525,5.4548490955966006e-11,equipoise,mortality_in_hospital,20660,2291,18369,0.16456921587608905,0.4487899322362052,0.0025806556638460613,0.8824562618817049,0.10067763794772508,0.4103870247618904,0.16597081068459188,0.1051181223471951,0.049417040697038915,5256.40413493367,0.2544242078864313,intv_corticosteroids,septic_shock,,0.23115468416643534,,,
ato,0.08408161576896936,8.408161576896935,0.06353566505518805,0.10462756648275066,0.01048282053948192,1.0497638322010511e-15,equipoise,mortality_in_hospital,20660,2291,18369,0.16456921587608905,0.4487899322362052,0.0025806556638460613,0.8824562618817049,0.10067763794772508,0.4103870247618904,0.16597081068459188,0.1051181223471951,0.049417040697038915,5256.40413493367,0.2544242078864313,intv_corticosteroids,septic_shock,,,,,
unadjusted,0.13567852999636745,13.567852999636745,0.11570034319932457,0.15565671679341034,0.010193139748805731,2.0040794656838895e-40,equipoise,mortality_28d,20660,2291,18369,0.20324298160697,0.4487899322362052,0.0025806556638460613,0.8824562618817049,0.10067763794772508,0.4103870247618904,0.16597081068459188,0.1051181223471951,0.049417040697038915,5256.40413493367,0.2544242078864313,intv_corticosteroids,septic_shock,,,,,
iptw,0.10188925294469661,10.18892529446966,0.08032428322977372,0.1234542226596195,0.01100273774672628,2.0375442475481167e-20,equipoise,mortality_28d,20660,2291,18369,0.20324298160697,0.4487899322362052,0.0025806556638460613,0.8824562618817049,0.10067763794772508,0.4103870247618904,0.16597081068459188,0.1051181223471951,0.049417040697038915,5256.40413493367,0.2544242078864313,intv_corticosteroids,septic_shock,,,,,
aipw,0.05671886699836007,5.671886699836007,0.03807763965290643,0.07536009434381372,0.009511005045242292,2.4689329506158957e-09,equipoise,mortality_28d,20660,2291,18369,0.20324298160697,0.4487899322362052,0.0025806556638460613,0.8824562618817049,0.10067763794772508,0.4103870247618904,0.16597081068459188,0.1051181223471951,0.049417040697038915,5256.40413493367,0.2544242078864313,intv_corticosteroids,septic_shock,0.25424373351755225,0.1975248665191922,1.287147982924211,1.8950969503726753,1.67228999552027
att,0.05156536783652933,5.156536783652934,0.032055434773199165,0.0710753008998595,0.009954230392610286,2.215927979279402e-07,equipoise,mortality_28d,20660,2291,18369,0.20324298160697,0.4487899322362052,0.0025806556638460613,0.8824562618817049,0.10067763794772508,0.4103870247618904,0.16597081068459188,0.1051181223471951,0.049417040697038915,5256.40413493367,0.2544242078864313,intv_corticosteroids,septic_shock,,0.2723106688286823,,,
ato,0.06990011720139239,6.990011720139239,0.048733102853178105,0.09106713154960666,0.01079969556337616,9.644844675667158e-11,equipoise,mortality_28d,20660,2291,18369,0.20324298160697,0.4487899322362052,0.0025806556638460613,0.8824562618817049,0.10067763794772508,0.4103870247618904,0.16597081068459188,0.1051181223471951,0.049417040697038915,5256.40413493367,0.2544242078864313,intv_corticosteroids,septic_shock,,,,,
unadjusted,0.13998155899030829,13.998155899030829,0.11896212229169315,0.16100099568892343,0.010724399460609367,6.139536579477353e-39,equipoise,mortality_90d,20660,2291,18369,0.27362052274927395,0.4487899322362052,0.0025806556638460613,0.8824562618817049,0.10067763794772508,0.4103870247618904,0.16597081068459188,0.1051181223471951,0.049417040697038915,5256.40413493367,0.2544242078864313,intv_corticosteroids,septic_shock,,,,,
iptw,0.11182177209112826,11.182177209112826,0.08857270732958256,0.13507083685267396,0.011861985702253384,4.2238143734863905e-21,equipoise,mortality_90d,20660,2291,18369,0.27362052274927395,0.4487899322362052,0.0025806556638460613,0.8824562618817049,0.10067763794772508,0.4103870247618904,0.16597081068459188,0.1051181223471951,0.049417040697038915,5256.40413493367,0.2544242078864313,intv_corticosteroids,septic_shock,,,,,
aipw,0.05933837099274928,5.933837099274928,0.038801685753570236,0.07987505623192832,0.010478093169655053,1.4867226078746704e-08,equipoise,mortality_90d,20660,2291,18369,0.27362052274927395,0.4487899322362052,0.0025806556638460613,0.8824562618817049,0.10067763794772508,0.4103870247618904,0.16597081068459188,0.1051181223471951,0.049417040697038915,5256.40413493367,0.2544242078864313,intv_corticosteroids,septic_shock,0.327838792898292,0.2685004219055427,1.2209991722606093,1.7404602452973514,1.551202194696576
att,0.04617253750828779,4.617253750828779,0.025976477830541307,0.06636859718603427,0.010304301424439647,7.43291618713153e-06,equipoise,mortality_90d,20660,2291,18369,0.27362052274927395,0.4487899322362052,0.0025806556638460613,0.8824562618817049,0.10067763794772508,0.4103870247618904,0.16597081068459188,0.1051181223471951,0.049417040697038915,5256.40413493367,0.2544242078864313,intv_corticosteroids,septic_shock,,0.3519069037837244,,,
ato,0.06835051695994993,6.835051695994992,0.046154509132038946,0.0905465247878609,0.011324701883805143,1.5844707481922007e-09,equipoise,mortality_90d,20660,2291,18369,0.27362052274927395,0.4487899322362052,0.0025806556638460613,0.8824562618817049,0.10067763794772508,0.4103870247618904,0.16597081068459188,0.1051181223471951,0.049417040697038915,5256.40413493367,0.2544242078864313,intv_corticosteroids,septic_shock,,,,,
unadjusted,0.08093426799698415,8.093426799698415,0.07440068783143738,0.08746784816253092,0.0033335205223579663,3.274182829556808e-130,full,mortality_in_hospital,42112,11563,30549,0.06919642857142858,0.8332066869300911,0.02815364414756219,0.9884253736793368,0.0012110562310030395,0.7283711247716538,0.1996010207350065,0.03486512323203772,0.015155523130994691,20750.29294873012,0.492740619033295,intv_antibiotics,suspected_infection,,,,,
iptw,0.03393551569377441,3.393551569377441,0.027487913594125182,0.04038311779342364,0.0032896533561366918,5.976060914379919e-25,full,mortality_in_hospital,42112,11563,30549,0.06919642857142858,0.8332066869300911,0.02815364414756219,0.9884253736793368,0.0012110562310030395,0.7283711247716538,0.1996010207350065,0.03486512323203772,0.015155523130994691,20750.29294873012,0.492740619033295,intv_antibiotics,suspected_infection,,,,,
aipw,0.026912676532583477,2.6912676532583477,0.02085267997605164,0.03297267308911531,0.0030918917920596083,3.196111284234423e-18,full,mortality_in_hospital,42112,11563,30549,0.06919642857142858,0.8332066869300911,0.02815364414756219,0.9884253736793368,0.0012110562310030395,0.7283711247716538,0.1996010207350065,0.03486512323203772,0.015155523130994691,20750.29294873012,0.492740619033295,intv_antibiotics,suspected_infection,0.08856533552433182,0.06165265899174834,1.4365209379888304,2.228399380233269,2.0110038746343997
att,0.027474117836157903,2.74741178361579,0.017695658769431404,0.0372525769028844,0.004989101403830754,3.6535918238350873e-08,full,mortality_in_hospital,42112,11563,30549,0.06919642857142858,0.8332066869300911,0.02815364414756219,0.9884253736793368,0.0012110562310030395,0.7283711247716538,0.1996010207350065,0.03486512323203772,0.015155523130994691,20750.29294873012,0.492740619033295,intv_antibiotics,suspected_infection,,0.10043386452136178,,,
ato,0.03794790584935297,3.7947905849352965,0.030387171519147733,0.045508640179558205,0.003857588399502921,7.783976718223076e-23,full,mortality_in_hospital,42112,11563,30549,0.06919642857142858,0.8332066869300911,0.02815364414756219,0.9884253736793368,0.0012110562310030395,0.7283711247716538,0.1996010207350065,0.03486512323203772,0.015155523130994691,20750.29294873012,0.492740619033295,intv_antibiotics,suspected_infection,,,,,
